Date,Sales Amount
2016-03-05,402462
2017-07-26,103655
2018-04-01,490706
2019-05-15,28722
2016-02-19,67387
2020-09-15,348660
2017-09-29,415913
2019-03-16,285777
2020-07-27,55683
2018-03-01,345475
2019-01-19,24730
2020-05-30,75005
2019-04-06,89226
2017-05-26,324334
2018-01-03,279693
2018-08-04,397786
2016-07-24,311377
2016-07-03,133818
2017-05-03,174738
2019-10-22,447374
2020-07-01,56656
2018-10-06,250297
2017-04-12,220943
2016-12-30,18701
2017-12-21,173283
2017-11-25,35918
2018-07-28,30176
2019-08-29,309480
2018-08-21,419432
2019-10-13,157110
2016-03-31,263391
2020-03-22,220134
2016-09-24,182619
2016-11-13,272423
2016-02-11,456666
2019-12-13,422032
2018-11-05,335642
2018-11-29,424621
2018-12-15,318735
2018-09-29,92658
2017-09-28,362690
2017-02-16,227422
2020-07-09,433258
2017-09-05,278228
2017-10-15,247231
2019-02-02,338593
2017-07-05,74559
2016-12-03,305695
2018-11-19,371641
2020-05-30,255323
2019-09-14,217292
2017-01-09,72890
2018-05-18,434555
2019-09-15,387075
2016-03-11,164392
2016-12-09,295014
2020-03-02,470067
2017-12-03,346058
2018-11-27,158640
2019-06-11,287259
2019-11-29,34784
2018-03-04,392617
2019-09-21,466478
2016-05-02,405684
2020-05-29,134363
2018-02-17,82215
2016-05-14,123641
2017-10-24,67104
2016-05-25,307411
2016-08-28,442672
2016-09-19,335276
2019-01-28,148787
2019-08-13,223906
2016-10-26,488504
2019-09-18,256610
2016-01-03,35503
2020-11-30,240891
2019-08-12,213731
2016-11-26,342881
2020-05-26,96559
2017-03-09,222640
2018-10-13,253182
2018-05-09,97357
2016-09-22,260948
2016-08-28,41602
2020-01-29,471105
2016-02-17,194463
2018-11-23,283889
2018-08-23,280326
2019-02-15,139420
2016-05-12,484105
2017-11-09,340337
2017-06-03,178480
2020-02-26,468546
2018-05-28,27103
2016-09-23,48079
2018-11-15,350368
2017-08-05,406010
2016-11-19,457033
2020-06-02,229220
2019-11-07,185013
2017-11-06,443060
2018-01-20,200936
2016-01-30,253015
2019-10-22,192608
2016-06-07,366927
2018-10-19,127988
2016-09-24,187539
2020-11-15,103182
2020-02-10,475345
2018-12-23,418150
2020-07-28,262506
2020-06-07,119555
2019-07-02,84489
2020-09-06,155037
2016-06-12,161623
2017-02-10,243979
2016-03-10,115586
2017-07-26,456062
2019-06-27,428472
2017-12-04,284824
2019-02-14,82534
2017-08-27,10772
2016-07-15,344070
2016-07-16,176648
2016-02-28,209723
2020-04-26,141910
2020-05-24,13889
2019-07-14,316508
2018-08-28,71677
2019-06-06,50036
2017-01-14,63389
2017-02-25,75560
2019-07-09,444518
2020-08-04,306194
2017-04-25,279804
2019-05-13,57317
2020-01-21,475016
2018-07-08,71967
2020-12-05,245624
2020-10-31,444370
2019-06-01,179781
2017-05-17,228951
2017-07-20,324676
2019-02-26,407838
2016-01-10,225282
2016-09-22,337826
2020-09-02,282715
2017-09-09,110592
2020-07-30,208311
2020-03-11,406229
2019-06-06,442888
2017-02-22,180978
2017-10-20,437336
2016-08-08,112146
2019-01-21,97461
2016-03-11,383650
2016-03-18,351333
2020-06-17,115493
2020-03-28,96718
2020-08-25,121453
2019-03-26,398008
2016-04-29,318765
2020-05-16,408330
2019-01-13,158183
2018-12-20,137775
2017-04-04,184484
2016-02-27,281298
2020-09-08,220153
2020-12-19,280174
2017-08-16,482752
2018-09-05,335870
2016-11-15,307476
2017-09-14,355477
2017-04-11,63369
2020-02-22,254598
2016-10-17,258102
2016-12-24,87180
2016-12-16,442954
2017-12-06,247163
2016-10-02,267580
2018-01-30,380447
2018-06-24,14530
2016-04-05,365886
2017-09-21,79583
2018-05-13,223563
2017-08-18,975
2016-01-18,191049
2020-01-08,70571
2016-03-11,277523
2017-08-23,455200
2019-12-19,153149
2017-03-22,156796
2019-10-27,341191
2016-06-25,110341
2020-07-30,431715
2019-05-17,61256
2020-10-22,111258
2018-05-26,435581
2016-12-28,268088
2017-02-27,412104
2018-11-10,200362
2018-10-18,193345
2019-04-26,454356
2020-05-30,496178
2020-05-22,164918
2017-07-09,361220
2018-04-27,106618
2017-02-01,233162
2016-08-04,293069
2020-08-21,154219
2018-04-02,128762
2019-06-01,193329
2018-01-17,39862
2018-12-20,8091
2020-12-05,127942
2017-01-21,57224
2016-01-23,454207
2019-07-12,369040
2019-06-22,117338
2018-10-21,155710
2017-03-13,188265
2016-03-13,457426
2019-04-17,135380
2017-08-08,152354
2020-12-04,171380
2017-06-19,327542
2019-11-23,321525
2019-10-03,59232
2020-10-23,21175
2017-01-18,161214
2019-07-24,383826
2017-03-24,349921
2020-08-05,330797
2019-04-17,96312
2020-09-19,52233
2020-08-20,474369
2020-10-13,150616
2018-12-08,105497
2019-02-10,432153
2018-09-07,353889
2020-11-13,169771
2017-08-12,107650
2020-03-09,463593
2020-03-12,305266
2019-04-05,459825
2018-10-04,457232
2016-06-01,373948
2017-12-20,42802
2019-07-28,234783
2018-04-15,181876
2018-05-24,305303
2017-07-03,370027
2017-06-06,466109
2018-01-18,189389
2018-01-09,307281
2017-02-03,221629
2018-03-07,465723
2017-02-23,97545
2017-04-28,471092
2019-10-03,64278
2019-02-26,337705
2019-11-09,65261
2018-10-30,455065
2017-07-24,325203
2020-06-12,303790
2019-03-13,88928
2018-07-21,350726
2016-12-31,399810
2018-06-24,347502
2016-01-16,139551
2018-09-27,344625
2018-02-27,73651
2017-03-28,267631
2019-01-27,258600
2019-07-27,381941
2019-12-04,156303
2018-08-18,409558
2020-09-19,42582
2018-09-24,192596
2020-10-08,170785
2016-11-14,186716
2019-11-15,70277
2020-11-07,397553
2020-07-12,253582
2018-11-09,157260
2018-03-21,127426
2016-01-24,426481
2020-12-01,109897
2018-03-22,188046
2017-09-25,422198
2019-09-22,372128
2020-07-20,183010
2016-08-08,71649
2016-04-30,488074
2016-01-19,272007
2018-06-04,74348
2016-05-10,227451
2019-04-05,253693
2019-04-12,263663
2019-06-14,170640
2019-11-26,404707
2016-10-05,279501
2019-03-31,50219
2018-10-13,229440
2020-12-26,18984
2020-11-04,194600
2016-03-24,56739
2018-12-31,743
2016-06-17,394148
2016-11-14,204167
2016-05-07,255269
2020-02-10,189534
2020-03-20,447936
2020-01-14,115593
2016-01-28,148486
2018-05-27,149192
2019-05-23,373580
2020-06-03,387914
2016-02-09,267989
2017-03-19,318355
2018-12-02,215906
2016-01-22,48332
2017-01-31,437647
2017-05-23,226312
2019-09-04,320320
2016-10-17,287605
2020-04-22,210955
2019-09-25,94806
2020-08-17,8474
2019-03-13,434589
2019-05-16,366867
2019-05-10,445666
2020-06-22,454366
2018-12-31,483164
2017-01-12,130675
2017-11-09,264460
2020-05-06,360495
2019-11-22,283810
2017-10-26,136173
2016-12-02,443810
2019-03-11,438232
2020-07-21,209772
2020-05-31,197452
2018-01-18,410169
2016-09-06,29354
2016-06-22,256603
2018-04-25,23082
2017-01-07,451795
2017-04-30,133137
2020-11-27,462970
2020-10-25,80619
2016-07-02,497846
2020-04-25,139939
2016-09-13,148132
2016-10-11,122182
2018-04-19,474264
2019-09-08,193072
2018-07-25,320754
2020-11-04,431577
2018-09-16,2791
2020-10-01,95620
2020-05-05,241602
2018-04-23,399642
2018-07-09,36458
2019-04-27,319409
2018-10-26,391883
2016-10-16,162836
2019-06-02,239925
2016-03-26,87854
2019-11-02,485848
2019-12-08,30967
2020-05-23,106070
2018-03-14,334609
2016-06-28,453683
2019-02-25,153538
2019-08-13,14590
2019-03-17,417683
2016-01-11,291315
2019-10-07,403827
2020-09-08,361370
2016-06-19,266526
2018-07-16,134558
2017-12-22,41692
2016-03-22,442885
2016-07-18,366917
2020-10-22,30528
2017-04-20,399621
2016-07-14,435200
2016-12-26,349540
2016-09-01,166131
2019-02-28,433253
2017-11-12,106832
2019-01-30,136023
2016-10-23,153158
2018-01-30,472912
2018-07-12,156712
2017-08-30,207455
2018-09-03,340323
2020-01-26,353769
2018-04-22,78363
2016-06-15,342477
2020-08-04,199981
2019-10-16,271889
2019-05-29,161801
2019-01-02,102774
2019-12-01,389491
2018-09-11,382454
2017-12-29,169585
2020-08-07,399586
2020-09-27,82628
2019-10-18,245723
2020-08-16,387758
2016-09-25,40996
2020-10-04,485419
2020-10-24,169973
2020-01-26,99477
2017-03-03,424072
2017-07-19,243644
2018-08-16,333847
2019-12-29,14289
2017-03-24,6905
2020-12-07,471237
2019-07-05,177279
2020-04-21,203367
2018-10-18,455420
2020-03-01,280709
2020-08-17,383576
2018-12-02,432037
2020-08-02,61275
2017-09-10,163336
2017-11-05,143886
2017-04-19,40798
2020-02-10,90819
2017-12-02,24119
2018-12-23,250046
2018-10-12,229714
2017-10-18,363761
2019-04-08,221590
2018-09-06,327055
2020-06-30,489107
2016-05-17,126875
2018-09-25,254610
2020-01-07,315264
2017-07-03,73632
2017-03-02,427129
2016-08-15,284198
2019-07-04,248662
2020-12-01,12229
2018-03-01,316140
2019-12-15,400034
2019-01-08,326698
2019-11-06,456505
2020-12-06,9535
2019-03-05,456502
2019-03-31,421147
2017-08-29,161633
2019-10-25,246091
2019-11-10,404754
2018-09-03,332443
2020-07-27,448433
2020-12-19,335248
2016-07-14,268991
2016-08-19,51058
2016-08-10,420759
2020-05-31,494043
2019-07-23,250396
2019-04-11,240219
2018-02-04,349306
2017-02-08,130445
2016-01-16,138741
2018-02-13,188165
2017-06-18,325698
2017-07-17,406789
2017-02-16,452550
2017-06-30,370423
2019-04-15,88650
2019-12-27,188735
2018-06-22,222359
2020-12-26,169152
2020-12-14,264160
2020-02-07,255479
2019-12-07,13800
2017-01-21,373988
2017-06-17,183984
2017-01-28,469269
2020-06-30,201125
2020-12-18,8423
2019-12-05,55331
2019-09-29,207257
2016-08-19,309268
2016-03-26,87939
2017-09-30,482999
2020-10-30,405576
2019-06-14,484679
2018-10-05,24502
2020-08-04,392019
2018-02-08,371270
2017-11-01,320822
2019-01-03,494330
2016-05-02,352622
2016-05-20,254521
2018-06-10,80659
2017-01-24,427701
2016-06-23,333798
2018-07-15,15041
2017-09-17,449917
2019-05-18,343850
2020-04-07,403824
2018-09-16,143345
2017-10-04,55311
2017-08-12,200327
2017-10-16,36686
2016-09-21,133848
2020-09-10,246827
2018-08-05,123254
2018-01-14,10037
2019-09-13,123779
2017-06-08,17256
2017-08-19,365021
2018-01-30,1124
2020-11-08,129656
2017-08-12,227509
2020-12-20,403389
2020-02-25,71363
2020-05-29,383346
2018-05-31,376564
2019-08-18,347883
2016-06-10,121112
2020-11-05,478091
2019-10-22,238208
2016-09-17,469603
2019-11-03,451306
2017-03-18,106262
2016-12-06,135918
2018-08-14,411851
2018-02-25,455964
2016-12-22,371493
2017-02-11,337742
2020-10-06,77683
2016-02-05,135740
2018-01-06,276996
2018-07-27,419197
2019-11-01,386838
2020-08-08,479488
2016-03-21,461248
2020-01-13,263758
2016-04-10,335784
2018-04-10,216837
2020-05-09,57119
2016-11-21,211668
2020-06-28,138717
2020-02-25,282355
2019-04-16,428211
2019-08-27,145653
2016-07-07,162052
2017-08-16,313461
2016-03-01,433346
2019-05-08,181083
2019-11-17,350451
2016-05-19,181996
2020-11-09,385166
2020-09-26,484783
2017-01-01,12404
2017-07-07,492777
2017-09-30,347588
2018-09-09,388996
2020-06-12,199229
2018-09-01,363740
2019-04-13,216554
2018-03-05,356600
2018-12-22,232141
2019-05-26,204661
2020-08-25,345328
2017-04-03,230474
2016-01-26,286512
2018-12-13,378848
2020-02-15,201380
2017-08-05,494795
2017-10-16,66056
2016-11-07,6331
2019-07-15,440504
2016-09-29,99965
2017-09-29,467438
2018-09-10,181408
2019-12-22,461015
2020-09-07,435767
2019-08-11,340793
2016-09-26,364572
2016-11-17,426235
2019-01-02,100868
2020-09-20,378335
2020-02-14,71253
2020-04-29,477424
2018-07-02,304083
2020-07-19,471638
2019-03-24,352065
2019-03-16,265361
2018-11-08,148239
2016-06-11,338810
2019-10-07,124048
2019-01-01,408219
2019-12-11,497354
2020-07-27,347775
2020-06-28,276618
2016-09-22,50291
2019-06-18,211407
2016-01-04,120300
2017-09-23,252165
2016-09-09,69670
2017-08-04,347068
2019-11-23,396065
2020-06-01,334035
2020-04-22,330556
2016-11-11,343429
2016-05-28,372698
2016-06-14,46554
2018-06-21,367796
2016-03-05,197009
2019-11-05,4820
2019-10-15,463103
2016-04-28,34015
2017-03-05,401797
2017-04-12,182651
2016-12-09,414819
2017-12-04,383599
2020-04-10,487400
2017-01-17,329957
2019-05-21,159500
2018-02-20,143824
2018-03-22,67807
2016-11-15,88697
2020-11-18,97076
2019-11-07,239584
2018-10-26,116940
2017-07-18,324204
2016-09-04,238794
2017-10-04,436298
2017-06-05,96815
2016-08-11,91123
2017-01-04,309538
2016-09-13,247381
2018-09-02,209740
2016-09-03,457384
2019-03-01,264799
2019-06-17,482510
2017-09-27,243817
2018-02-27,496006
2019-11-28,14981
2020-01-28,449980
2020-03-17,146787
2017-03-06,91784
2020-03-28,351241
2020-09-23,186679
2019-11-25,206244
2017-08-02,343768
2020-03-19,136702
2018-10-26,265350
2018-09-19,45584
2019-06-07,417254
2018-07-03,423796
2018-07-21,13700
2016-08-28,412992
2019-09-02,448528
2019-03-10,245860
2020-09-27,409068
2020-05-25,233750
2018-07-24,236519
2020-05-25,319794
2019-12-29,140069
2020-10-12,181277
2019-02-12,185505
2016-11-18,131355
2020-07-26,195891
2018-03-02,103600
2017-12-24,202375
2018-04-22,14268
2016-08-25,149982
2019-07-03,409065
2019-07-31,255135
2017-06-03,472323
2020-07-10,479025
2019-10-03,286259
2019-02-28,171341
2020-10-08,232785
2016-10-17,487317
2016-10-30,33760
2017-11-17,399369
2017-10-06,406012
2018-12-27,245688
2016-10-06,437675
2016-05-20,226777
2016-09-20,70616
2017-03-17,465130
2016-09-06,72374
2020-02-14,205817
2016-05-08,88313
2018-02-28,307115
2019-01-25,430626
2020-12-07,1322
2020-05-26,275079
2020-03-12,332084
2018-01-09,185704
2017-05-21,284892
2016-09-04,268351
2017-11-18,479823
2019-04-13,459012
2020-04-15,254539
2018-12-15,287384
2019-09-04,288141
2017-06-03,291261
2020-11-29,304420
2017-09-01,31876
2018-01-20,147770
2018-10-25,220608
2018-09-20,225237
2018-08-31,478775
2018-08-25,150217
2020-03-25,149744
2017-11-22,315631
2017-08-27,77757
2017-05-08,445934
2019-06-19,226195
2019-05-01,125889
2016-03-11,379439
2018-04-16,330563
2016-09-21,441085
2016-01-26,179201
2020-10-21,106400
2019-10-23,449281
2020-12-07,357496
2016-04-13,213691
2016-12-29,427921
2020-02-20,173749
2016-02-12,104265
2020-11-17,150517
2020-04-24,285345
2019-10-15,127798
2020-01-03,452703
2019-05-09,366995
2016-05-14,34261
2018-12-22,313250
2018-06-01,109476
2017-01-13,361084
2016-03-12,62640
2019-06-25,290679
2016-09-04,451807
2016-03-05,425256
2018-05-19,118985
2018-11-23,391834
2016-06-14,18391
2019-10-06,262052
2016-01-02,13876
2020-03-23,302927
2020-03-25,392445
2019-11-23,453591
2017-02-28,124518
2017-09-29,489410
2016-08-01,327550
2018-04-30,98026
2016-08-02,415586
2018-11-13,288747
2019-02-17,116684
2016-01-30,363302
2016-05-30,295253
2017-01-18,11230
2017-03-02,279273
2016-03-12,73435
2018-03-04,95322
2019-07-28,212794
2017-04-25,492680
2018-10-12,1167
2019-05-12,215383
2018-12-11,48773
2018-10-22,449247
2019-04-15,396505
2019-05-29,232120
2018-09-25,426824
2018-02-20,274412
2019-05-07,44087
2019-12-13,338481
2016-07-24,250415
2016-03-09,253851
2018-11-18,211464
2018-02-15,317770
2018-02-06,414515
2016-05-17,95355
2018-01-23,90987
2019-07-18,165161
2017-11-12,462713
2018-10-13,160713
2018-02-26,386038
2018-05-26,170390
2019-03-03,366331
2020-07-06,291166
2017-02-28,4134
2019-02-01,271643
2017-08-24,466920
2018-01-14,442125
2019-01-23,208857
2017-10-19,361238
2020-11-09,457339
2017-09-23,390883
2017-11-01,256565
2016-11-09,316092
2020-04-05,77703
2019-09-25,239104
2018-07-06,471949
2020-05-08,376698
2018-01-23,48812
2020-05-29,176872
2019-01-20,227049
2020-06-06,398544
2020-12-25,292754
2017-10-24,249312
2017-06-05,431893
2017-07-13,306841
2018-05-15,25891
2020-01-03,94947
2017-05-24,268121
2016-09-02,165393
2017-01-05,444449
2018-05-31,58115
2020-05-24,79457
2020-03-09,258245
2017-09-04,496013
2016-07-22,144619
2020-04-29,430626
2019-05-15,411739
2019-10-10,371098
2019-06-15,320670
2019-01-21,455972
2016-10-13,96205
2018-04-07,377635
2018-05-30,77675
2020-12-18,2937
2016-04-16,232585
2018-01-22,319659
2016-04-17,332077
2019-12-20,170619
2019-09-15,221299
2016-02-27,484685
2020-05-03,57705
2017-07-26,351440
2019-02-19,382814
2017-12-11,426568
2018-01-21,186044
2020-11-26,158199
2017-11-25,304674
2016-09-24,27308
2018-07-04,450160
2019-06-07,440704
2018-12-07,351507
2018-05-24,426436
2017-08-06,1601
2017-03-11,59065
2019-04-29,57610
2017-01-24,145416
2016-01-09,94036
2019-11-09,136321
2016-05-19,490540
2017-09-21,403090
2017-04-04,36459
2020-05-24,151602
2019-12-05,225250
2018-03-23,104937
2018-04-16,386268
2020-03-18,341868
2019-10-24,65349
2017-03-13,32639
2016-02-11,313847
2018-07-14,162022
2018-01-10,351605
2019-04-14,291064
2016-04-02,273439
2020-04-09,212998
2019-12-25,391154
2019-01-31,118513
2018-02-02,282738
2016-01-10,72353
2017-05-11,313699
2019-12-14,145102
2018-12-14,205529
2020-07-30,325492
2018-12-14,227302
2018-01-07,259799
2018-03-16,428575
2019-11-01,188799
2017-06-09,266110
2017-05-26,220260
2016-09-21,54405
2020-02-08,465449
2020-05-13,143641
2019-07-17,409275
2020-05-16,118485
2016-06-28,461172
2017-11-02,258134
2016-02-12,154115
2020-08-11,322011
2019-11-28,248429
2017-06-30,43715
2017-09-01,113281
2016-02-29,52762
2019-02-05,307737
2017-01-30,3746
2019-01-17,439230
2019-04-06,468908
2017-07-29,138170
2017-06-30,21781
2020-11-09,354916
2017-04-15,45349
2017-04-12,79279
2020-07-12,338521
2017-10-29,405004
2016-04-24,205669
2020-12-17,468392
2019-07-06,163257
2016-10-04,313846
2016-12-05,363227
2019-01-27,458526
2020-01-25,81550
2019-06-07,27494
2020-10-04,291486
2016-08-28,140323
2018-01-04,274475
2016-11-11,102531
2017-10-31,317385
2019-04-22,160959
2020-03-21,43728
2017-05-27,392417
2019-04-02,56258
2016-04-20,445065
2016-05-04,18822
2020-09-20,379167
2018-11-06,121734
2019-03-01,250941
2017-02-13,117295
2018-06-13,96964
2016-10-09,244510
2016-10-06,291274
2017-03-14,279366
2020-08-26,474127
2017-03-13,31169
2016-07-31,411793
2019-08-24,85430
2018-03-21,311462
2019-08-08,5322
2016-10-17,496256
2019-06-07,454812
2016-07-20,267246
2016-07-30,29701
2019-11-13,277496
2019-05-24,298285
2016-12-11,359689
2020-11-14,399107
2019-08-27,359935
2020-02-01,349639
2017-03-11,176480
2019-07-20,330320
2018-07-28,406233
2018-12-17,288856
2017-04-03,306394
2018-03-11,466710
2019-01-21,296392
2017-05-02,16484
2020-11-25,10470
2018-09-04,368464
2016-10-17,424543
2018-02-03,47970
2018-05-13,323177
2020-08-04,314207
2018-11-26,449355
2020-08-06,434186
2020-02-26,347618
2020-06-14,418497
2019-03-10,489404
2019-06-21,402062
2017-10-23,41680
2016-03-03,250345
2017-06-10,257468
2017-10-05,485359
2016-09-08,285826
2020-05-21,419973
2017-10-16,180466
2017-02-22,163397
2019-11-06,161772
2019-05-03,494356
2016-05-05,117740
2019-08-02,230618
2017-01-30,312180
2018-04-06,130440
2016-06-12,228265
2016-01-09,322602
2016-11-30,321055
2017-06-28,34035
2020-12-26,4187
2018-03-15,312203
2018-11-29,190788
2019-07-14,329061
2017-07-14,175570
2019-09-11,466815
2019-09-28,109817
2019-11-09,18925
2018-01-22,25027
2018-09-26,337756
2020-02-05,279736
2017-02-26,83851
2018-03-29,58179
2019-02-17,367833
2018-05-23,229875
2020-04-30,410929
2018-07-30,163734
2020-08-06,428937
2018-10-26,55182
2019-04-08,90479
2017-11-29,50116
2020-09-14,42525
2018-08-17,240804
2018-03-08,285980
2018-07-27,14043
2020-04-20,179154
2017-02-07,167320
2017-05-06,118036
2020-06-28,276138
2018-02-24,119870
2019-11-08,250322
2016-09-27,486965
2019-06-13,179387
2016-12-03,373498
2016-05-14,7017
2018-05-04,328639
2018-08-11,245954
2016-01-26,56059
2020-01-21,466328
2018-10-11,132677
2016-05-29,54536
2020-06-25,452830
2018-11-30,234009
2018-04-06,297355
2017-07-14,435576
2019-04-17,435839
2016-09-30,310711
2016-09-07,454738
2016-10-24,475280
2016-10-08,459776
2016-06-04,222959
2016-03-07,272547
2019-02-09,366850
2019-12-21,49514
2019-09-27,25769
2018-11-20,380690
2017-03-22,205586
2020-03-04,448589
2020-11-12,122111
2020-06-24,117806
2018-04-08,410723
2016-07-10,384243
2017-07-12,481955
2019-05-04,308118
2018-09-17,132394
2020-07-24,115651
2017-12-05,569
2018-03-04,436777
2018-09-12,93471
2020-01-09,390216
2019-09-25,147137
2017-03-28,20261
2020-09-29,186654
2017-03-02,188877
2018-08-06,241134
2016-01-12,353521
2016-08-14,59077
2017-01-16,27119
2020-11-16,388502
2020-03-06,154573
2016-08-03,318218
2019-01-26,437289
2016-08-25,450162
2016-11-11,41442
2019-07-09,493603
2019-09-08,231710
2020-12-25,136550
2020-10-15,486563
2018-01-28,310921
2020-08-04,298197
2019-10-24,177056
2019-10-16,212716
2017-02-27,15215
2020-11-15,204947
2017-10-18,332529
2016-08-06,441639
2016-03-07,407755
2017-10-19,253528
2016-06-26,37781
2019-04-28,166893
2020-07-21,361762
2016-07-27,17290
2017-09-19,482358
2020-10-31,283675
2016-11-22,198307
2020-03-10,216604
2017-03-25,89532
2017-11-20,461595
2016-09-04,374722
2016-03-17,464249
2016-01-27,201305
2018-09-27,123810
2018-04-19,112495
2019-11-25,67928
2019-07-03,268163
2020-10-22,168286
2018-08-08,489545
2016-12-16,447200
2020-10-19,428601
2018-03-18,260712
2018-01-17,477515
2019-06-13,13060
2016-04-20,12431
2018-09-10,471210
2019-04-24,428751
2018-08-09,81684
2018-08-11,396404
2020-03-08,26879
2016-12-11,137501
2020-12-19,396009
2019-06-23,267426
2019-11-08,443948
2018-11-13,298284
2016-06-07,370059
2017-03-31,223019
2020-08-09,311681
2018-03-21,209704
2019-01-31,266656
2019-10-31,171207
2020-07-15,51124
2018-03-08,26570
2017-10-14,401656
2016-12-12,130918
2016-04-25,130270
2018-01-27,265627
2019-12-10,22822
2019-03-06,242489
2016-03-01,286954
2019-09-28,418603
2017-04-11,97865
2020-09-04,71930
2017-01-05,170645
2020-12-17,166307
2016-11-10,24085
2019-01-07,138294
2016-12-24,290006
2020-05-05,453099
2018-06-19,159753
2019-01-11,489312
2018-09-11,237623
2019-05-04,151841
2019-11-04,468155
2020-09-01,347315
2017-02-07,477605
2017-10-24,459380
2016-12-26,268159
2020-04-09,462943
2019-06-24,12733
2017-03-13,71548
2018-02-03,93322
2019-08-15,482935
2016-05-26,74539
2019-06-21,391584
2016-05-24,42127
2018-06-05,469634
2020-10-03,141101
2020-02-07,369028
2019-07-08,193124
2020-04-25,214274
2020-12-31,466290
2019-02-11,105939
2020-05-28,275156
2019-03-09,165884
2019-12-21,210459
2016-01-12,137494
2019-08-21,213930
2020-01-26,229855
2018-02-04,157698
2018-09-01,411647
2020-07-11,179541
2016-11-29,40150
2017-02-08,243911
2018-01-02,111143
2020-11-18,244062
2019-02-07,178338
2016-07-04,168362
2020-03-05,206629
2016-12-25,149623
2020-03-19,25296
2017-05-13,221793
2018-08-13,30205
2020-08-08,306937
2016-10-03,479006
2020-06-11,29301
2018-12-10,397830
2019-12-21,181402
2017-02-04,99838
2019-03-28,34814
2018-07-12,395180
2018-07-03,473788
2017-02-13,98623
2017-06-07,55114
2019-01-12,322501
2019-10-19,265761
2016-10-16,426839
2019-12-01,286941
2016-08-03,384800
2019-07-28,481624
2016-03-27,157515
2020-09-18,439686
2016-02-23,78015
2016-06-21,427492
2019-05-05,474728
2018-08-28,9519
2016-05-19,371704
2016-02-13,135792
2016-07-08,325503
2018-08-16,150747
2017-05-19,178039
2019-04-19,491323
2017-03-01,180269
2018-04-17,56785
2018-12-17,300344
2019-02-15,253106
2017-05-28,299527
2020-10-22,441001
2019-10-10,176283
2016-02-26,411331
2018-10-27,177388
2019-12-10,407986
2018-11-20,277173
2016-07-30,70778
2018-10-08,364775
2016-06-30,265187
2019-10-23,239637
2017-05-04,498091
2020-01-12,206749
2018-05-14,30958
2020-02-10,182862
2020-08-06,463947
2017-02-27,208910
2018-01-10,93685
2020-12-20,287023
2019-03-24,159054
2016-09-12,466801
2018-12-13,172660
2017-06-05,491179
2020-10-19,451297
2018-10-25,76605
2020-02-18,286238
2019-06-14,129264
2020-08-27,463713
2016-04-07,141652
2018-07-06,414611
2019-09-20,454581
2017-10-01,130778
2018-06-21,164561
2020-05-23,369798
2018-11-04,143004
2018-08-07,151659
2019-08-11,463282
2016-04-06,244142
2020-05-01,45615
2020-08-17,172516
2016-11-13,188999
2016-07-11,146282
2016-01-06,442682
2020-06-18,139206
2017-11-16,182862
2018-10-17,443167
2020-11-12,76574
2020-11-21,84440
2016-02-07,489659
2016-08-16,218101
2019-03-26,73565
2018-01-04,35858
2020-11-29,124376
2018-02-11,455483
2019-09-19,254494
2019-01-15,286063
2017-11-17,47691
2016-06-15,101566
2016-04-01,98112
2020-07-13,475364
2017-06-08,439442
2017-12-03,256891
2017-03-11,108839
2019-01-03,8675
2019-12-03,233443
2018-03-30,73280
2019-07-03,13509
2020-12-04,408480
2017-01-28,392408
2017-12-25,2683
2016-06-05,167312
2018-01-13,288613
2017-12-23,168060
2017-04-07,12797
2020-01-05,126462
2016-02-03,292508
2020-09-07,377353
2020-07-29,363056
2020-08-30,441493
2017-03-16,68711
2016-02-01,92039
2017-12-22,207247
2017-10-23,297010
2016-11-07,26504
2018-06-06,329253
2016-03-06,80186
2019-09-11,458245
2017-02-22,135654
2018-08-06,140379
2016-02-01,124745
2016-09-25,125129
2017-02-23,128239
2018-11-02,253563
2018-11-12,315063
2017-04-15,86545
2020-08-01,453251
2017-10-21,241124
2020-10-12,142816
2016-06-13,442743
2020-06-24,359726
2020-07-09,291542
2017-04-15,202054
2018-09-03,119854
2016-08-27,392598
2020-06-28,484500
2018-11-22,246940
2020-10-07,279640
2020-06-27,329248
2017-01-04,82122
2018-10-31,342101
2018-04-03,397516
2016-02-24,121325
2018-01-30,54258
2017-07-14,151077
2020-08-28,123315
2020-12-31,91714
2020-07-19,446755
2020-06-02,358057
2020-02-19,303148
2019-11-22,322029
2018-06-09,394712
2020-03-22,236453
2016-04-22,103772
2016-10-19,283376
2017-06-30,255325
2019-09-22,243178
2019-08-25,193473
2018-07-27,64136
2016-01-13,124032
2018-05-02,337044
2017-05-31,468297
2018-07-15,420121
2016-03-25,321665
2017-09-10,140441
2018-02-24,372228
2017-06-14,374732
2016-10-15,101343
2016-06-06,422773
2016-11-11,367267
2020-09-05,86134
2018-06-09,401681
2018-11-22,5547
2016-10-18,70253
2017-01-04,431726
2019-09-16,345919
2019-01-21,265643
2017-10-26,106365
2020-04-04,87017
2016-02-28,314157
2018-06-14,418624
2017-06-17,74949
2020-01-19,399297
2017-10-07,85299
2018-10-17,47219
2016-04-15,433207
2016-07-02,479520
2019-02-26,397358
2020-11-09,243401
2020-06-26,295609
2019-08-29,257803
2020-04-25,317883
2016-03-07,403401
2019-10-24,179167
2017-09-22,299087
2017-01-25,330209
2020-07-11,484350
2018-01-11,400706
2017-03-24,226938
2020-11-22,210510
2020-08-06,443370
